"","V1","Loop_number","No_loop","Loop"
"1","cfa",5,0,1
"2","yeaQ",0,0,1
"3","ompC",12,0,1
"4","slp",21,0,1
"5","hdeB",18,0,1
"6","hdeD",20,0,1
"7","osmY",20,0,1
"8","cbpA",4,0,1
"9","hdeA",18,0,1
"10","yahO",0,0,1
"11","yccJ",1,0,1
"12","asr",3,0,1
"13","ydiZ",0,0,1
"14","yebV",0,0,1
"15","yhiM",5,0,1
"16","wrbA",1,0,1
"17","ycaC",1,0,1
"18","gadB",33,0,1
"19","gadA",29,0,1
"20","yiaG",0,0,1
"21","dps",14,0,1
"22","ybaT",2,0,1
"23","aceK",6,0,1
"24","acnA",17,0,1
"25","add",1,0,1
"26","ahpF",4,0,1
"27","alaT",7,0,1
"28","alaU",6,0,1
"29","aroA",1,0,1
"30","aroH",1,0,1
"31","aroP",4,0,1
"32","bcsE",0,0,1
"33","cyaA",1,0,1
"34","cyoB",18,0,1
"35","dadA",0,0,1
"36","dadX",1,0,1
"37","acrR",1,0,1
"38","atpH",1,0,1
"39","bax",0,0,1
"40","bioB",0,0,1
"41","borD",2,0,1
"42","btuB",1,0,1
"43","cirA",8,0,1
"44","cpxA",6,0,1
"45","cpxR",3,0,1
"46","dadX",1,0,1
"47","dcuR",4,0,1
"48","artM",2,0,1
"49","asnA",7,0,1
"50","aspA",8,0,1
"51","atpA",1,0,1
"52","atpB",1,0,1
"53","atpC",0,0,1
"54","atpD",0,0,1
"55","atpE",0,0,1
"56","atpF",0,0,1
"57","atpG",0,0,1
"58","atpI",1,0,1
"59","aer",0,0,1
"60","cca",0,0,1
"61","cdd",1,0,1
"62","cheA",0,0,1
"63","cheB",0,0,1
"64","cheR",0,0,1
"65","cheW",0,0,1
"66","cheY",0,0,1
"67","cheZ",0,0,1
"68","clpB",2,0,1
"69","clpX",5,0,1
"70","deoA",2,0,1
"71","deoB",3,0,1
"72","deoC",2,0,1
"73","deoD",2,0,1
"74","dapB",0,0,1
"75","dcyD",0,0,1
"76","edd",2,0,1
"77","eno",2,0,1
"78","fdoG",0,0,1
"79","fimA",8,0,1
"80","fimC",8,0,1
"81","fimI",8,0,1
"82","flgH",2,0,1
"83","flhA",2,0,1
"84","flhE",2,0,1
"85","fliP",5,0,1
"86","fliQ",5,0,1
"87","fliR",5,0,1
"88","fumA",6,0,1
"89","gapC",0,0,1
"90","dcuS",3,0,1
"91","dppC",7,0,1
"92","dusA",0,0,1
"93","eco",0,0,1
"94","fdhD",0,0,1
"95","fhuD",1,0,1
"96","folP",0,0,1
"97","frdA",8,0,1
"98","frdC",7,0,1
"99","ftnB",4,0,1
"100","fucI",6,0,1
"101","gcvH",4,0,1
"102","carA",8,0,1
"103","coaA",0,0,1
"104","codB",1,0,1
"105","cspD",3,0,1
"106","cvpA",2,0,1
"107","cydA",2,0,1
"108","cydB",2,0,1
"109","cydC",8,0,1
"110","cydD",7,0,1
"111","dnaJ",0,0,1
"112","dnaK",0,0,1
"113","dsbC",8,0,1
