"","V1","FFL","No_FFL","PP","PM","PN","NP","NM","NN","MP","MM2","MM1","MN","NonPl_X"
"1","yjcH",1,0,0.04,0.08,0,0.12,0.32,0.08,0.12,0.16,0.04,0.04,0
"2","trpC",1,0,0,0,0,0,0.333333333333333,0,0,0,0.333333333333333,0.333333333333333,0
"3","cspB",0,1,0,0,0,0,0,0,0,0,0,0,0
"4","ygeY",0,1,0,0,0,0,0,0,0,0,0,0,0
"5","hyuA",0,1,0,0,0,0,0,0,0,0,0,0,0
"6","xdhD",0,1,0,0,0,0,0,0,0,0,0,0,0
"7","flu",1,0,0,0.5,0,0,0,0,0,0.5,0,0,0
"8","ygfM",0,1,0,0,0,0,0,0,0,0,0,0,0
"9","mokA",0,1,0,0,0,0,0,0,0,0,0,0,0
"10","ygeX",0,1,0,0,0,0,0,0,0,0,0,0,0
"11","fimF",1,0,0.285714285714286,0,0,0.333333333333333,0,0,0.380952380952381,0,0,0,0
"12","ygaY",0,1,0,0,0,0,0,0,0,0,0,0,0
"13","ttcC",0,1,0,0,0,0,0,0,0,0,0,0,0
"14","pdeC",1,0,0,0.75,0,0,0,0,0,0,0.25,0,0
"15","ompF",1,0,0.111111111111111,0.148148148148148,0,0.259259259259259,0,0,0.296296296296296,0,0.185185185185185,0,0
"16","yceK",0,1,0,0,0,0,0,0,0,0,0,0,0
"17","uspG",0,1,0,0,0,0,0,0,0,0,0,0,0
"18","ymdF",0,1,0,0,0,0,0,0,0,0,0,0,0
"19","yncL",0,1,0,0,0,0,0,0,0,0,0,0,0
"20","cfa",1,0,0.125,0.375,0,0,0.125,0,0.25,0,0.125,0,0
"21","slp",1,0,0.157894736842105,0.280701754385965,0.0350877192982456,0.0175438596491228,0.0701754385964912,0.0175438596491228,0.0175438596491228,0.210526315789474,0.0701754385964912,0.12280701754386,0
"22","gadE",1,0,0.142857142857143,0.345238095238095,0.0714285714285714,0.0476190476190476,0.0357142857142857,0.0238095238095238,0.130952380952381,0.0476190476190476,0.154761904761905,0,0
"23","dps",1,0,0.0882352941176471,0.147058823529412,0.205882352941176,0.0294117647058824,0.176470588235294,0.117647058823529,0.0294117647058824,0.0294117647058824,0.147058823529412,0.0294117647058824,0
"24","fimA",1,0,0.0476190476190476,0.19047619047619,0.0476190476190476,0.19047619047619,0.142857142857143,0,0.0952380952380952,0.0476190476190476,0.238095238095238,0,0
"25","fimC",1,0,0.0952380952380952,0.19047619047619,0,0.0952380952380952,0.19047619047619,0.0476190476190476,0.19047619047619,0.0476190476190476,0.0952380952380952,0.0476190476190476,0
"26","fimI",1,0,0.19047619047619,0.0476190476190476,0.0476190476190476,0.0476190476190476,0.238095238095238,0.0476190476190476,0.142857142857143,0.19047619047619,0.0476190476190476,0,0
"27","ilvB",1,0,0,0,0,0,1,0,0,0,0,0,0
"28","ilvN",0,1,0,0,0,0,0,0,0,0,0,0,0
"29","proV",1,0,0.166666666666667,0.0833333333333333,0,0.0833333333333333,0.333333333333333,0.0833333333333333,0.25,0,0,0,0
"30","purM",1,0,0,0,0,0,0,0,0,0,1,0,0
"31","yqjD",0,1,0,0,0,0,0,0,0,0,0,0,0
"32","srlA",1,0,0.1875,0.1875,0,0,0.1875,0.0625,0.125,0.25,0,0,0
"33","srlB",1,0,0,0,0.222222222222222,0.111111111111111,0.222222222222222,0.111111111111111,0.111111111111111,0.222222222222222,0,0,0
"34","srlD",1,0,0,0.222222222222222,0,0.222222222222222,0.222222222222222,0,0.222222222222222,0.111111111111111,0,0,0
"35","srlE",1,0,0.222222222222222,0,0,0.333333333333333,0.111111111111111,0,0,0,0.333333333333333,0,0
"36","srlR",1,0,0,0,0,0.5,0,0,0.5,0,0,0,0
"37","tdcE",1,0,0.0833333333333333,0,0,0.333333333333333,0.0833333333333333,0,0.416666666666667,0.0833333333333333,0,0,0
"38","purT",1,0,0,0,0,0,0,0,1,0,0,0,0
"39","acs",1,0,0.032258064516129,0.0645161290322581,0.032258064516129,0.0645161290322581,0.290322580645161,0.0967741935483871,0.129032258064516,0.0967741935483871,0.161290322580645,0.032258064516129,0
"40","aroG",1,0,0,0.5,0,0,0,0,0,0,0,0.5,0
"41","cspG",0,1,0,0,0,0,0,0,0,0,0,0,0
"42","pspA",1,0,0,0.2,0,0,0.2,0.2,0,0.4,0,0,0
"43","pspB",1,0,0,0.2,0,0,0.4,0,0,0,0.2,0.2,0
"44","soxS",1,0,0.1875,0.1875,0,0.0625,0,0,0.4375,0,0.125,0,0
"45","xanP",0,1,0,0,0,0,0,0,0,0,0,0,0
"46","cspI",0,1,0,0,0,0,0,0,0,0,0,0,0
"47","yqjE",0,1,0,0,0,0,0,0,0,0,0,0,0
"48","msyB",0,1,0,0,0,0,0,0,0,0,0,0,0
"49","cbpM",1,0,0.25,0,0,0.75,0,0,0,0,0,0,0
"50","ydfK",0,1,0,0,0,0,0,0,0,0,0,0,0
"51","ytjA",0,1,0,0,0,0,0,0,0,0,0,0,0
"52","ynfN",0,1,0,0,0,0,0,0,0,0,0,0,0
"53","purE",0,1,0,0,0,0,0,0,0,0,0,0,0
"54","ibpB",1,0,0,0.25,0.1875,0,0.125,0.0625,0,0,0.0625,0.3125,0
"55","puuA",1,0,0.363636363636364,0.454545454545455,0,0,0,0,0.0909090909090909,0,0.0909090909090909,0,0
"56","yegP",0,1,0,0,0,0,0,0,0,0,0,0,0
"57","yghA",0,1,0,0,0,0,0,0,0,0,0,0,0
"58","ssnA",1,0,0,0,1,0,0,0,0,0,0,0,0
"59","yqjK",0,1,0,0,0,0,0,0,0,0,0,0,0
